Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Type,Popularity,Capacity
The Hotel Rosslare,http://www.hotelrosslare.ie,+353(0)539133110,-6.336553921,52.24991367,Wexford,Wexford,Republic of Ireland,Hotel,4,381
The Hotel Rosslare,http://www.hotelrosslare.ie,+353(0)539133110,-6.336553921,52.24991367,Wexford,Rosslare Harbour,Republic of Ireland,Hotel,2,201
The Vee B&B,https://the-vee-bed-and-breakfast.business.site/,+353(0)51581083,-7.118668006,52.25035912,Waterford,Waterford City,Republic of Ireland,B & B,1,18
Waterford Castle Hotel and Golf Resort,http://www.waterfordcastleresort.com,+353(0)51878203,-7.059350129,52.25336931,Waterford,Waterford City,Republic of Ireland,Hotel,1,220
Waterford Castle Garden Lodges & Golf Resort,http://www.waterfordcastleresort.com/Luxury-lodges.html,+353(0)51878203,-7.05941,52.253375,Waterford,Ballinakill,Republic of Ireland,Self Catering,3,34
Skehanagh Lodge,,+353(0)667124782,-9.689643942,52.25423025,Kerry,Tralee,Republic of Ireland,Self Catering,3,10
Earl of Desmond Hotel,http://www.earlofdesmond.com,+353(0)667121299,-9.635741105,52.2554982,Kerry,Tralee,Republic of Ireland,Hotel,4,239
Ballyseede Castle Hotel,http://www.ballyseedecastle.com,+353(0)667125799,-9.646791936,52.25624198,Kerry,Tralee,Republic of Ireland,Hotel,3,112
Faithlegg House Hotel,http://www.faithlegg.com,+353(0)51382000,-7.025256,52.2581,Waterford,Waterford,Republic of Ireland,Hotel,4,44
Waterford Marina Hotel,http://www.waterfordmarinahotel.com,+353(0)51856600,-7.101714,52.258345,Waterford,Waterford City,Republic of Ireland,Hotel,4,260
Tower Hotel and Leisure Centre,http://www.towerhotelwaterford.com,+353(0)51862300,-7.104975,52.260068,Waterford,Waterford City,Republic of Ireland,Hotel,1,301
Ballygarry House Hotel and Spa,http://www.ballygarryhouse.com,+353(0)667123322,-9.660159399,52.26106373,Kerry,Tralee,Republic of Ireland,Hotel,1,274
Ballygarry House Hotel and Spa,http://www.ballygarryhouse.com,+353 66 7123322,-9.65992,52.26109,Kerry,Tralee,Republic of Ireland,Hotel,3,263
Granville Hotel,https://www.granvillehotel.ie/en/,+353(0)51305555,-7.112330239,52.26206606,Waterford,Waterford,Republic of Ireland,Hotel,3,280
Dooley's Hotel Waterford,http://www.dooleys-hotel.ie,+353(0)51873531,-7.115599237,52.26286088,Waterford,Waterford City,Republic of Ireland,Hotel,4,226
Fitzwilton Hotel,http://www.fitzwiltonhotel.ie,+353(0)51846900,-7.119683,52.263378,Waterford,Waterford,Republic of Ireland,Hotel,1,50
The Rose Hotel,http://www.therosehotel.com,,-9.70068,52.26363,Kerry,Tralee,Republic of Ireland,Hotel,1,300
The Rose Hotel,http://www.therosehotel.com,+353(0)667199100,-9.700683,52.263633,Kerry,Tralee,Republic of Ireland,Hotel,1,119
Treacy's Hotel Spa and Leisure Club Waterford,http://www.treacyshotelwaterford.com,+353(0)51877222,-7.118810256,52.26369766,Waterford,Waterford,Republic of Ireland,Hotel,4,301
Manor West Hotel Spa & Leisure Club,http://www.manorwesthotel.ie,+353(0)667194500,-9.676375,52.264048,Kerry,Tralee,Republic of Ireland,Hotel,1,70
Ballymacarbry Hostel,http://www.ballymacarbry.com,+353(0)526185483,-7.710547,52.266575,Waterford,Ballymacarby,Republic of Ireland,Hostel,2,74
Brandon Hotel Conference & Leisure Centre,http://www.brandonhotel.ie,+353(0)667123333,-9.709938958,52.26705648,Kerry,Tralee,Republic of Ireland,Hotel,5,127
Lynes Cottages,http://www.lynescottages.com/,+353(0)667138257,-10.162267,52.267967,Kerry,Dingle,Republic of Ireland,Self Catering,2,35
Imperial Hotel,http://www.imperialhoteltralee.com,+353(0)667127755,-9.705207312,52.26847608,Kerry,Tralee,Republic of Ireland,Hotel,2,245
Benners Hotel Tralee,http://www.bennershoteltralee.ie,+353(0)667129486,-9.702506131,52.26889829,Kerry,Tralee,Republic of Ireland,Hotel,2,267
Grand Hotel,http://www.grandhoteltralee.com,+353(0)667121499,-9.704902991,52.26898396,Kerry,Tralee,Republic of Ireland,Hotel,1,72
Castle Hostel,http://www.castlehostel.ie,+353(0)667125167,-9.701499,52.269062,Kerry,Tralee,Republic of Ireland,Hostel,3,106
The Ashe Hotel,http://www.theashehotel.ie,+353(0)667106300,-9.704521839,52.27083522,Kerry,Tralee,Republic of Ireland,Hotel,4,93
Firgrove Hotel,http://www.firgrovehotel.com/,+353(0)2524111,-8.271939356,52.27431941,Cork,Mitchelstown,Republic of Ireland,Hotel,5,226
Kelly's Resort Hotel,http://www.kellys.ie,+353(0)539132114,-6.387774,52.275493,Wexford,Rosslare,Republic of Ireland,Hotel,1,109
Meadowlands Hotel,http://www.meadowlandshotel.com/,+353(0)667180444,-9.691311,52.27621,Kerry,Tralee,Republic of Ireland,Hotel,4,218
Hanora's Cottage,http://www.hanorascottage.com,+353(0)526136134,-7.633908,52.277388,Waterford,Ballymacarbry,Republic of Ireland,Self Catering,4,25
Southbeach Apartments,http://www.southbeachholidayapartments.com,+353(0)851610179,-6.38955832,52.27807046,Wexford,Rosslare,Republic of Ireland,Self Catering,3,22
Palm Lodge,http://www.palmlodgebandb.com/,+353(0)2524687,-8.278075,52.282905,Cork,Mitchelstown,Republic of Ireland,Self Catering,4,28
Killiane Castle Courtyard Apartments,http://www.killianecastle.com,+353(0)539158885,-6.448603419,52.29195629,Wexford,Wexford Town,Republic of Ireland,Self Catering,3,6
Ballyroe Heights Hotel,http://www.ballyroe.com,+353(0)667126796,-9.753109515,52.29586972,Kerry,Tralee,Republic of Ireland,Hotel,3,159
Aisling B&B,http://www.aislingbandb.com,+353(0)51895456,-7.26446,52.297215,Kilkenny,Mooncoin,Republic of Ireland,B & B,1,19
Rhu Glenn Country Club Hotel,http://www.rhuglennhotel.com,+353(0)51832242,-7.054185,52.297288,Waterford,Waterford City,Republic of Ireland,Hotel,4,83
Rhu Glenn Country Club Hotel,http://www.rhuglennhotel.com,,-7.05418,52.29729,Waterford,Waterford City,Republic of Ireland,Hotel,5,226
Darragh Cottages,http://darraghcottages.com/,+353(0)6386017,-8.408103,52.306642,Limerick,Kilfinnane,Republic of Ireland,Self Catering,3,5
Mill Farm Fern Cottage,http://www.millfarmcottage.com,+353(0)51565782,-6.748026682,52.31420976,Wexford,Foulkesmill,Republic of Ireland,Self Catering,5,4
The Cottage,,+353(0)51565683,-6.750311775,52.31447953,Wexford,Foulkesmill,Republic of Ireland,Self Catering,5,37
Ballyhoura Mountain Lodges,http://www.ballyhouramountainlodges.ie,+353(0)6391666,-8.471497,52.318984,Limerick,Kilfinnane,Republic of Ireland,Self Catering,1,19
Whitford House Hotel Health & Leisure Club,http://www.whitford.ie,+353(0)539143444,-6.501243338,52.32357578,Wexford,Wexford,Republic of Ireland,Hotel,2,394
Rockville B&B,http://www.bedandbreakfastwexford.com,+353(0)539122147,-6.453322,52.326619,Wexford,Wexford Town,Republic of Ireland,B & B,5,17
Powers the Pot Caravan and Camping Park,http://www.powersthepot.com,+353(0)526123085,-7.622709,52.32725,Tipperary,Clonmel,Republic of Ireland,Camping,5,14
Glenview Lodge,http://www.glenviewlodge.com,+353(0)876180670,-8.969646222,52.32882957,Limerick,Broadford,Republic of Ireland,Self Catering,2,39
Talbot Hotel,https://www.talbotwexford.ie,+353(0)539122566,-6.457355915,52.33576356,Wexford,Wexford Town,Republic of Ireland,Hotel,1,255
Boolakennedy Self Catering Luxury Farm Cottages,http://boolakennedy.irish,+353(0)868388848,-8.056943382,52.33738035,Tipperary,Cahir,Republic of Ireland,Self Catering,2,29
Maldron Hotel Wexford,http://www.maldronhotels.com,+353(0)539172000,-6.514223,52.337483,Wexford,Wexford Town,Republic of Ireland,Hotel,1,95
Sir Rogers Caravan and Camping Park,http://www.sirrogers.com/,+353(0)667134730,-9.825253038,52.34021718,Kerry,Ardfert,Republic of Ireland,Camping,4,156
Clayton Whites Hotel,http://www.claytonhotels.com,,-6.46405,52.34035,Wexford,Wexford Town,Republic of Ireland,Hotel,3,185
Clayton Whites Hotel,http://www.claytonwhiteshotel.com,+353(0)539122311,-6.464048,52.340352,Wexford,Wexford,Republic of Ireland,Hotel,4,278
Abbey House B&B,http://www.abbeyhouse.ie,+353(0)539124408,-6.464699,52.340387,Wexford,Wexford Town,Republic of Ireland,B & B,5,13
Kilcoran Lodge Hotel,http://www.kilcoranlodge.net/,+353(0)527441288,-8.029132238,52.344576,Tipperary,Cahir,Republic of Ireland,Hotel,4,108
Riverbank House Hotel,http://www.riverbankhousehotel.com,+353(0)539123611,-6.455005044,52.34468854,Wexford,Wexford Town,Republic of Ireland,Hotel,2,135
Raheen House Hotel,http://www.raheenhouse.ie,+353(0)526122140,-7.696114,52.350914,Tipperary,Clonmel,Republic of Ireland,Hotel,2,119
Minella Hotel and Leisure Centre,https://www.hotelminella.com/,+353(0)526122388,-7.684615853,52.35313479,Tipperary,Clonmel,Republic of Ireland,Hotel,2,84
Hearn's Hotel,http://www.hearnshotel.com,+353(0)526121611,-7.698001565,52.35357851,Tipperary,Clonmel,Republic of Ireland,Hotel,2,78
Ferrycarrig Hotel,http://www.ferrycarrighotel.com,+353(0)539120999,-6.505782339,52.35372868,Wexford,Ferrycarrig,Republic of Ireland,Hotel,5,350
Mulcahy's Hotel,http://www.mulcahys.ie,+353(0)526125054,-7.70171,52.353766,Tipperary,Clonmel,Republic of Ireland,Hotel,5,294
Fennessys Hotel,http://www.fennessyshotel.com,+353(0)526123680,-7.702124,52.354589,Tipperary,Clonmel,Republic of Ireland,Hotel,5,186
Clonmel Park Hotel,http://www.clonmelparkhotel.com,+353(0)526188700,-7.738785,52.356574,Tipperary,Clonmel,Republic of Ireland,Hotel,5,317
Ballyhoura Luxury Hostel,http://www.ballyhourahostel.ie,+353(0)6391625,-8.471453596,52.35850932,Limerick,Kilfinnane,Republic of Ireland,Hostel,3,76
Woodview B&B,http://www.woodviewbedandbreakfastkilfinane.com/,+353(0)6391106,-8.46618,52.361021,Limerick,Kilfinnane,Republic of Ireland,B & B,5,6
Cedar Lodge Hotel and Restaurant,http://www.cedarlodgehotel.ie/,+353(0)51428386,-6.773846,52.364251,Wexford,New Ross,Republic of Ireland,Hotel,5,314
Charleville Park Hotel & Leisure Club,http://www.charlevilleparkhotel.com,,-8.68326,52.36436,Cork,Charleville,Republic of Ireland,Hotel,5,243
Charleville Park Hotel & Leisure Club,http://www.charlevilleparkhotel.com,+353(0)6333700,-8.683255,52.364364,Cork,Charleville,Republic of Ireland,Hotel,5,244
The Horse and Hound Inn Hotel,http://www.horseandhoundhotel.ie,+353(0)51428482,-6.837091,52.369398,Wexford,Foulksmills,Republic of Ireland,Hotel,4,330
Park Lodge,http://www.parklodge.ie,+353(0)6831312,-9.312611,52.371914,Limerick,Abbeyfeale,Republic of Ireland,Self Catering,2,26
Cahir House Hotel,http://www.cahirhousehotel.ie,+353(0)527443000,-7.924338852,52.37423599,Tipperary,Cahir,Republic of Ireland,Hotel,2,264
Coolcree Cottage,http://www.selfcateringcottagetipperary.com,+353(0)863238595,-7.77176,52.37766,Tipperary,Clonmel,Republic of Ireland,Self Catering,4,30
Maple Lodge,http://www.maplelodgewexford.com,+353(0)539159195,-6.450083,52.378273,Wexford,Castlebridge,Republic of Ireland,Self Catering,4,26
The Apple Camping and Caravan Park,http://www.theapplefarm.com,+353(0)527441459,-7.842714,52.378712,Tipperary,Cahir,Republic of Ireland,Camping,5,172
Leens Hotel,http://www.leensabbeyfeale.com,+353(0)6831121,-9.300899009,52.38501894,Limerick,Abbeyfeale,Republic of Ireland,Hotel,3,235
Killurin Lodge,http://www.killurinlodge.com,+353(0)539128013,-6.579390841,52.38547756,Wexford,Killurin,Republic of Ireland,Self Catering,4,32
Brandon House Hotel and Solas Croi Spa,http://www.brandonhousehotel.ie,+353(0)51421703,-6.944126313,52.38691795,Wexford,New Ross,Republic of Ireland,Hotel,5,230
White Sands Hotel,http://www.whitesands.ie,+353(0)667133102,-9.833434201,52.38903885,Kerry,Ballyheigue Village,Republic of Ireland,Hotel,5,121
Hill Cottage,,+353(0)51644749,-7.340672371,52.39171881,Kilkenny,Piltown,Republic of Ireland,Self Catering,1,7
Hotel Curracloe,http://www.hotelcurracloe.com,+353(0)539137308,-6.393937,52.393481,Wexford,Enniscorthy,Republic of Ireland,Hotel,1,396
Devon Inn Hotel,http://www.devoninnhotel.ie,+353(0)6984122,-9.179745689,52.39483047,Limerick,Templeglantine,Republic of Ireland,Hotel,2,381
Reades Farmhouse B&B,http://www.readesbandb.com,+353(0)51898430,-7.184306,52.396743,Kilkenny,Mullinavat,Republic of Ireland,B & B,3,11
Deebert House Hotel,http://www.deeberthousehotel.com,+353(0)6331200,-8.570646,52.400813,Limerick,Kilmallock,Republic of Ireland,Hotel,1,250
Glen of Aherlow Caravan & Camping Park,http://www.tipperarycamping.com,+353(0)6256555,-8.192575,52.418919,Tipperary,Glen Of Aherlow,Republic of Ireland,Camping,2,152
Aherlow House Hotel,http://www.aherlowhouse.ie,+353(0)6256153,-8.191912138,52.42442628,Tipperary,Aherlow,Republic of Ireland,Hotel,4,55
Shanagarry Bed & Breakfast,http://www.shanagarrybnb.com,+353(0)6961747,-9.078247,52.443213,Limerick,Newcastle West,Republic of Ireland,B & B,4,9
Shanagarry B&B,https://shanagarrybnb.com,+353(0)6961747,-9.078280781,52.44334174,Limerick,Newcastle West,Republic of Ireland,B & B,2,10
Listowel Arms Hotel,http://www.listowelarms.com,+353(0)6821500,-9.486950555,52.44519943,Kerry,Listowel,Republic of Ireland,Hotel,3,288
Tower View B&B,http://towerviewbnb.com,+353(0)667131955,-9.670952536,52.44532312,Kerry,Tralee,Republic of Ireland,B & B,3,5
Longcourt House Hotel,http://longcourthousehotel.ie,+353(0)6925300,-9.051032067,52.44888477,Limerick,Newcastle West,Republic of Ireland,Hotel,2,384
The Trading Post Camper Park,http://www.wexfordcamping.com,+353(0)539127368,-6.40300672,52.45635449,Wexford,Enniscorthy,Republic of Ireland,Camping,3,94
Riverside House B&B,http://www.tipp-riversidehouse.com,+353(0)6251219,-8.173347,52.469902,Tipperary,Tipperary Town,Republic of Ireland,B & B,1,18
Times Hotel,,+353(0)6231111,-8.157902,52.473949,Tipperary,Tipperary Town,Republic of Ireland,Hotel,1,337
Croan Cottages,http://croancottages.com,+353(0)567766868,-7.271369872,52.47464308,Kilkenny,Dunnamaggan,Republic of Ireland,Self Catering,3,22
Carrolls Hotel,http://www.carrollsknocktopher.com,+353(0)567768082,-7.217756,52.485853,Kilkenny,Knocktopher,Republic of Ireland,Hotel,2,397
Riverside Park Hotel and Leisure Club,http://www.riversideparkhotel.com,+353(0)539237800,-6.566902,52.497528,Wexford,Enniscorthy,Republic of Ireland,Hotel,4,58
Ballykisteen Holiday Cottages,http://www.ballykisteenhotel.com/accommodation/self-catering_lodges,+353(0)6233333,-8.216348467,52.50155872,Tipperary,Limerick Junction,Republic of Ireland,Self Catering,4,6
Great National Ballykisteen Golf Hotel,http://www.ballykisteenhotel.com,+353(0)6233333,-8.216777,52.502133,Tipperary,Limerick Junction,Republic of Ireland,Hotel,5,91
Treacys Hotel,http://www.treacyshotel.com,+353(0)539237798,-6.5652,52.503059,Wexford,Enniscorthy,Republic of Ireland,Hotel,2,130
Cill Chiaráin B&B,,+353(0)6827828,-9.650394501,52.50516093,Kerry,Ballybunion,Republic of Ireland,B & B,4,10
Cliff House Hotel,http://www.cliffhousehotel.com,+353(0)6827777,-9.673390323,52.51444925,Kerry,Ballybunion,Republic of Ireland,Hotel,1,233
Baileys Hotel Cashel,http://www.baileyshotelcashel.com,+00353(0)6261937,-7.889988,52.515786,Tipperary,Cashel,Republic of Ireland,Hotel,3,108
Cashel Holiday Hostel,http://www.cashelhostel.com,+353(0)6262330,-7.887698,52.516,Tipperary,Cashel,Republic of Ireland,Hostel,4,141
The Upton Court Hotel,http://www.seanogs.ie,+353(0)539130128,-6.280333926,52.51736205,Wexford,Gorey,Republic of Ireland,Hotel,2,77
Upton Court Holiday Cottages,http://www.uptoncourt.ie/cottages,+353(0)539130128,-6.280268,52.517509,Wexford,Gorey,Republic of Ireland,Self Catering,5,23
Castle Ivy Lodge,http://www.myinfo.ie/Cashel-Ivy-Lodge-Self-Catering/,+353(0)6252500,-7.8884098,52.5197642,Tipperary,Cashel,Republic of Ireland,Self Catering,2,16
O'Briens Cashel Lodge,http://www.cashel-lodge.com,+353(0)6261003,-7.895595,52.520046,Tipperary,Cashel,Republic of Ireland,Self Catering,5,30
O'Briens' Cashel Lodge,http://www.cashel-lodge.com,+353(0)6261003,-7.896397244,52.52023019,Tipperary,Cashel,Republic of Ireland,Self Catering,2,33
Rathkeale House Hotel,http://www.rathkealehousehotel.ie,+353(0)6963333,-8.940996614,52.522295,Limerick,Rathkeale,Republic of Ireland,Hotel,2,376
Knockanore Farm Lodges,http://www.knockanorefarm.com,+353(0)567724125,-7.140865572,52.52529757,Kilkenny,Thomastown,Republic of Ireland,Self Catering,1,15
Adare Camping & Caravan Site,http://www.adarecamping.com,+353(0)61395376,-8.793513,52.538133,Limerick,Adare,Republic of Ireland,Camping,3,12
Castleview B&B,http://www.castleviewbandbadare.com,+353(0)61396394,-8.841035,52.548205,Limerick,Adare,Republic of Ireland,B & B,2,5
Adare Farm Cottage,http://www.adarefarmcottage.com,+353(0)61396223,-8.801211,52.552666,Limerick,Adare,Republic of Ireland,Self Catering,4,34
Coatesland House B&B,http://www.coateslandhouse.com,+353(0)61396372,-8.800103,52.555698,Limerick,Adare,Republic of Ireland,B & B,4,11
Hazel Cottage,http://www.hazelcottageireland.com,+353(0)6982133,-9.192762885,52.5600929,Limerick,Ballyhahill,Republic of Ireland,Self Catering,3,20
Loop Head Lightkeeper's Cottage,http://www.irishlandmark.com,+353(0)16704733,-9.932304847,52.56078482,Clare,Kilbaha,Republic of Ireland,Self Catering,4,16
Fitzgeralds Woodlands House Hotel,http://www.woodlands-hotel.ie,+353(0)61605100,-8.765433567,52.56311274,Limerick,Adare,Republic of Ireland,Hotel,3,135
Adare Manor Hotel & Golf Resort,http://www.adaremanor.com,+353(0)61605200,-8.777812,52.563904,Limerick,Adare,Republic of Ireland,Hotel,5,116
Dunraven Arms Hotel,http://www.dunravenhotel.com,,-8.78676,52.56551,Limerick,Adare,Republic of Ireland,Hotel,2,279
Dunraven Arms Hotel,http://www.dunravenhotel.com,+353(0)61605900,-8.786761762,52.5655143,Limerick,Adare,Republic of Ireland,Hotel,3,119
Berkeley Lodge,http://www.adare.org,+353(0)61396857,-8.792933,52.566482,Limerick,Adare,Republic of Ireland,Self Catering,4,22
Berkeley Lodge,http://adare.org/,+353(0)61396857,-8.792985615,52.56648459,Limerick,Adare,Republic of Ireland,Self Catering,1,37
The Welcome Lodge,http://www.harleypark.ie,+353(0)529154109,-7.462855857,52.56839947,Kilkenny,Callan,Republic of Ireland,Self Catering,2,13
O'Driscoll's B&B,http://www.odriscolls-accommodation.com,+353(0)6826947,-9.285057,52.570992,Limerick,Glin,Republic of Ireland,B & B,3,11
Newlands Lodge,http://www.newlandslodge.com,+353(0)567729862,-7.26364,52.59256,Kilkenny,Kilkenny City,Republic of Ireland,Self Catering,2,5
Brenda's B&B,http://www.brendasbandb.ie/,+353(0)599771860,-6.910687205,52.59377744,Carlow,Borris,Republic of Ireland,B & B,3,19
Twin Oaks B&B,http://www.twinoakskilkenny.com,+353(0)567729082,-7.268958458,52.59862967,Kilkenny,Kilkenny R95T2KA,Republic of Ireland,B & B,4,10
Kilbora B&B,http://www.kilborabandb.com,+353(0)539367089,-6.470582,52.601458,Wexford,Enniscorthy,Republic of Ireland,B & B,2,11
Church View B&B,http://churchview.info/,+353(0)657729170,-7.302258883,52.60209949,Kilkenny,Kilkenny,Republic of Ireland,B & B,4,12
Church View B&B,http://www.churchview.info,+353(0)567729170,-7.301797029,52.6021585,Kilkenny,Kilkenny City,Republic of Ireland,B & B,1,10
Atlantic Way Lodge,,+353(0)872706902,-9.728456024,52.60581416,Clare,Kilrush,Republic of Ireland,Self Catering,1,7
Cedar Lodge,http://www.irishvisits.com/ireland_accomodations/16747/Cedar-Lodge-limerick.html,+353(0)61355137,-8.688014,52.61039,Limerick,Patrickswell,Republic of Ireland,Self Catering,4,34
Horse and Jockey Hotel,http://www.horseandjockeyhotel.com,+353(0)50444192,-7.775734,52.615607,Tipperary,Thurles,Republic of Ireland,Hotel,5,334
Curraghchase Caravan & Campsite,http://www.curraghchasecaravanpark.ie,+353(0)61396349,-8.880201,52.618176,Limerick,Kilcornan,Republic of Ireland,Camping,1,168
Green Acres Caravan and Camping Park,http://www.greenacrescamping.ie,+353(0)659057011,-9.643485,52.620692,Clare,Kilkee,Republic of Ireland,Camping,2,160
South Court Hotel and Suites,http://www.southcourthotel.com,+353(0)61487487,-8.663726,52.62786,Limerick,Raheen,Republic of Ireland,Hotel,1,392
Springhill Court Hotel,http://www.springhillcourt.com,+353(0)567721122,-7.251308636,52.63197298,Kilkenny,Kilkenny,Republic of Ireland,Hotel,1,354
Hilltop B&B,http://www.hilltop.westclare.net,+353(0)659058238,-9.755044,52.632568,Clare,Kilkee,Republic of Ireland,B & B,5,12
The Hoban Hotel Kilkenny,https://www.hobanhotelkilkenny.com/,+353(0)567783100,-7.248831,52.634961,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,1,197
Stone Lodge Bed and Breakfast,http://www.stonelodgebandb.com/,+353(0)539425765,-6.232746,52.636211,Wexford,Courtown,Republic of Ireland,Self Catering,3,23
Katie O'Connors Hostel,http://www.katieshostel.com,+353(0)659051133,-9.485678,52.637609,Clare,Kilrush,Republic of Ireland,Hostel,3,15
Tree Grove Caravan and Camping Park,http://www.treegrovecamping.com,+353(0)868308845,-7.229414,52.63786,Kilkenny,Kilkenny City,Republic of Ireland,Camping,5,37
Breagagh View B&B,http://www.breagaghview.com,+353(0)567703111,-7.257612014,52.6391238,Kilkenny,Kilkenny City,Republic of Ireland,B & B,4,7
Hotel Kilkenny,http://www.hotelkilkenny.ie,+353(0)567762000,-7.261078505,52.6430975,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,4,159
Harbour House B&B,http://www.harbourhousebb.com,+353(0)539425117,-6.229280279,52.64458283,Wexford,Gorey,Republic of Ireland,B & B,2,12
Taravie Hotel,,+353(0)539425208,-6.228037606,52.6453262,Wexford,Courtown,Republic of Ireland,Hotel,1,340
Maldron Hotel Limerick,http://www.maldronhotels.com/limerick,+353(0)61436100,-8.61858,52.647357,Limerick,Roxboro,Republic of Ireland,Hotel,3,235
Club House Hotel,http://www.clubhousehotel.com,+353(0)567721994,-7.251708898,52.64933173,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,1,72
Pembroke Hotel,http://www.pembrokekilkenny.com,+353(0)567783500,-7.251331,52.649364,Kilkenny,Kilkenny,Republic of Ireland,Hotel,5,179
Kilkenny Ormonde Hotel,http://www.kilkennyormonde.com,+353(0)567750200,-7.253222,52.649597,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,2,319
Kilkenny Ormonde Hotel,http://www.kilkennyormonde.com,,-7.25322,52.6496,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,3,123
Zuni Restaurant and Boutique Hotel,http://www.zuni.ie,+353(0)567723999,-7.251932,52.649611,Kilkenny,Kilkenny,Republic of Ireland,Hotel,5,271
Kenmur House B&B,http://www.kenmurhouse.com,+353(0)567722956,-7.263313,52.650072,Kilkenny,Kilkenny City,Republic of Ireland,B & B,5,14
Kilkenny Hibernian Hotel,http://www.kilkennyhibernianhotel.com,+353(0)567771888,-7.252091,52.65022,Kilkenny,Kilkenny,Republic of Ireland,Hotel,4,135
Leggetsrath B&B Kilkenny,,+353(0)567764509,-7.226415386,52.6507977,Kilkenny,Kilkenny City,Republic of Ireland,B & B,2,16
Kilkenny River Court Hotel,http://www.rivercourthotel.com,,-7.24926,52.65154,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,5,78
Kilkenny River Court Hotel,https://www.rivercourthotel.com,+353(0)567723388,-7.249255,52.65154,Kilkenny,Kilkenny,Republic of Ireland,Hotel,4,176
Killure Lodge,http://www.killure.ie,+353(0)599775567,-7.017051,52.651541,Kilkenny,Goresbridge,Republic of Ireland,Self Catering,3,38
Herb Cottages at Kilgraney House,http://www.kilgraneyhouse.com,+353(0)599775283,-6.957619966,52.65375086,Carlow,Bagenalstown,Republic of Ireland,Self Catering,5,31
Kilford Arms Hotel,http://www.kilfordarms.ie/,+353(0)567761018,-7.247583,52.654272,Kilkenny,Kilkenny,Republic of Ireland,Hotel,1,277
Meadowside B&B,http://www.meadowsidebandb.com,+353(0)539376226,-6.650233,52.654865,Wexford,Bunclody,Republic of Ireland,B & B,1,9
Kilkenny Tourist Hostel,http://www.kilkennyhostel.ie,+353(0)567763541,-7.25471,52.654873,Kilkenny,Kilkenny City,Republic of Ireland,Hostel,1,41
Clody Lodge,http://clodylodge.ie/,+353(0)539377137,-6.653910264,52.65557342,Wexford,Bunclody,Republic of Ireland,Self Catering,5,22
MacGabhainns Backpacker Hostel,http://www.macgabhainnsbackpackers.com,+353(0)567770970,-7.255925,52.656648,Kilkenny,Kilkenny City,Republic of Ireland,Hostel,2,123
No 1 Pery Square Hotel & Spa,http://www.oneperysquare.com,+353(0)61402402,-8.63,52.658149,Limerick,Limerick City,Republic of Ireland,Hotel,1,91
Pery's Hotel,http://perys.ie,+353(0)61413822,-8.627853399,52.66039918,Limerick,Limerick City,Republic of Ireland,Hotel,5,92
Clayton Hotel Limerick,http://www.claytonhotellimerick.com,+353(0)61444100,-8.637177,52.660476,Limerick,Limerick City,Republic of Ireland,Hotel,2,316
Clayton Hotel Limerick,http://www.claytonhotellimerick.com,+353(0)61444100,-8.637177,52.660476,Limerick,Limerick,Republic of Ireland,Hotel,1,86
Clayton Hotel Limerick,http://www.claytonhotellimerick.com,,-8.63718,52.66048,Limerick,Limerick City,Republic of Ireland,Hotel,5,43
Limerick City Hotel,http://www.limerickcityhotel.ie,+353(0)61207000,-8.632996,52.660872,Limerick,Limerick City,Republic of Ireland,Hotel,4,83
The George Boutique Hotel,http://www.thegeorgeboutiquehotel.com/,+353(0)61460400,-8.628913,52.66252,Limerick,Limerick City,Republic of Ireland,Hotel,4,53
The Savoy Hotel,http://www.savoylimerick.com/,+353(0)61448700,-8.629061,52.663152,Limerick,Limerick City,Republic of Ireland,Hotel,3,225
The Savoy Hotel,http://www.savoylimerick.com,+353 61 448700,-8.62906,52.66328,Limerick,Limerick City,Republic of Ireland,Hotel,4,253
Newpark Hotel,https://www.newparkhotelkilkenny.com,+353(0)567760500,-7.250554242,52.66435309,Kilkenny,Kilkenny,Republic of Ireland,Hotel,5,389
The Pier Hotel,http://www.thepierhotellimerick.com,+353(0)61317179,-8.629095731,52.66464708,Limerick,Limerick City,Republic of Ireland,Hotel,1,382
Limerick Strand Hotel,http://www.strandhotellimerick.ie,+353(0)61421800,-8.632329,52.666288,Limerick,Limerick City Centre,Republic of Ireland,Hotel,4,289
Limerick Strand Hotel,http://www.strandlimerick.ie,+353 61 421800,-8.63233,52.66629,Limerick,Limerick City,Republic of Ireland,Hotel,3,271
Castletroy Park Hotel,http://www.castletroypark.ie,,-8.57692,52.66686,Limerick,Limerick City,Republic of Ireland,Hotel,1,185
Castletroy Park Hotel,https://www.castletroypark.ie/,+353(0)61335566,-8.57688812,52.66701162,Limerick,Castletroy,Republic of Ireland,Hotel,3,140
Absolute Hotel & Spa,http://www.absolutehotel.com,,-8.61959,52.66716,Limerick,Limerick City,Republic of Ireland,Hotel,4,290
Absolute Hotel Limerick,http://www.absolutehotel.com,+353(0)61463600,-8.619591,52.667163,Limerick,Limerick City,Republic of Ireland,Hotel,2,97
